"","title","movieInfo","review"
"27","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?page3?st=mcode&sword=190011&target=after","몬스터 헌터별점 - 총 10점 중10은혜도 모르는 OO의 유쾌한 액션 질주 "
"28","지금 만나러 갑니다","https://movie.naver.com/movie/point/af/list.nhn?page3?st=mcode&sword=168298&target=after","지금 만나러 갑니다별점 - 총 10점 중10일본 영화 스토리를 별로 안 좋아하지만 소지섭, 손예진을 보기 위해 택한 영화... 두 배우가 영화 살렸다!!! 특유의 잔잔함과 자연스런 연기가 볼만함... "
"29","아이","https://movie.naver.com/movie/point/af/list.nhn?page3?st=mcode&sword=194463&target=after","아이별점 - 총 10점 중10김향기님의 연기는 언제나 몰입적이며 또한 연기자들의 영상미와 영화 스토리는 현실적이며 좋았던 영화다 "
"30","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?page3?st=mcode&sword=189124&target=after","미션 파서블별점 - 총 10점 중10와 그냥 개재밌다 액션씬 레전드임 ㄹㅇ 마지막에 엔딩 크래딧 나올 때 노래도 좋고 김영광 개멋있고 싸움개잘함 이선빈은 그냥 너무 예쁨 빨간색 옷 찰떡임.. "
"31","로드 투 퍼디션","https://movie.naver.com/movie/point/af/list.nhn?page4?st=mcode&sword=31310&target=after","로드 투 퍼디션별점 - 총 10점 중7나처럼 살지 말길, 떳떳한 삶을 살길 "
"32","소울","https://movie.naver.com/movie/point/af/list.nhn?page4?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10현실에 치어서 앞만 보고 달리는 사회인들이 다시 한 번 멈춰서 생각해볼 필요가 있다고 느끼게해주는 힐링영화입니다. 꽤나 잔잔하지만 흥미진진하게 볼 수 있는 스토리가 있어 전혀 지루하지않게 관람했습니다. "
"33","타오르는 여인의 초상","https://movie.naver.com/movie/point/af/list.nhn?page4?st=mcode&sword=185282&target=after","타오르는 여인의 초상별점 - 총 10점 중9평생보다 중요한 순간, 전체보다 중요한 한페이지 "
"34","옛날 옛적 서부에서","https://movie.naver.com/movie/point/af/list.nhn?page4?st=mcode&sword=10469&target=after","옛날 옛적 서부에서별점 - 총 10점 중10"
"35","완득이","https://movie.naver.com/movie/point/af/list.nhn?page4?st=mcode&sword=80866&target=after","완득이별점 - 총 10점 중10재미와 감동 이야기까지 "
"36","소울","https://movie.naver.com/movie/point/af/list.nhn?page4?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10별 거 아니지만 찬란했던 순간들 "
"37","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?page4?st=mcode&sword=190011&target=after","몬스터 헌터별점 - 총 10점 중10은혜도 모르는 OO의 유쾌한 액션 질주 "
"38","지금 만나러 갑니다","https://movie.naver.com/movie/point/af/list.nhn?page4?st=mcode&sword=168298&target=after","지금 만나러 갑니다별점 - 총 10점 중10일본 영화 스토리를 별로 안 좋아하지만 소지섭, 손예진을 보기 위해 택한 영화... 두 배우가 영화 살렸다!!! 특유의 잔잔함과 자연스런 연기가 볼만함... "
"39","아이","https://movie.naver.com/movie/point/af/list.nhn?page4?st=mcode&sword=194463&target=after","아이별점 - 총 10점 중10김향기님의 연기는 언제나 몰입적이며 또한 연기자들의 영상미와 영화 스토리는 현실적이며 좋았던 영화다 "
"40","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?page4?st=mcode&sword=189124&target=after","미션 파서블별점 - 총 10점 중10와 그냥 개재밌다 액션씬 레전드임 ㄹㅇ 마지막에 엔딩 크래딧 나올 때 노래도 좋고 김영광 개멋있고 싸움개잘함 이선빈은 그냥 너무 예쁨 빨간색 옷 찰떡임.. "
"41","로드 투 퍼디션","https://movie.naver.com/movie/point/af/list.nhn?page5?st=mcode&sword=31310&target=after","로드 투 퍼디션별점 - 총 10점 중7나처럼 살지 말길, 떳떳한 삶을 살길 "
"42","소울","https://movie.naver.com/movie/point/af/list.nhn?page5?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10현실에 치어서 앞만 보고 달리는 사회인들이 다시 한 번 멈춰서 생각해볼 필요가 있다고 느끼게해주는 힐링영화입니다. 꽤나 잔잔하지만 흥미진진하게 볼 수 있는 스토리가 있어 전혀 지루하지않게 관람했습니다. "
"43","타오르는 여인의 초상","https://movie.naver.com/movie/point/af/list.nhn?page5?st=mcode&sword=185282&target=after","타오르는 여인의 초상별점 - 총 10점 중9평생보다 중요한 순간, 전체보다 중요한 한페이지 "
"44","옛날 옛적 서부에서","https://movie.naver.com/movie/point/af/list.nhn?page5?st=mcode&sword=10469&target=after","옛날 옛적 서부에서별점 - 총 10점 중10"
"45","완득이","https://movie.naver.com/movie/point/af/list.nhn?page5?st=mcode&sword=80866&target=after","완득이별점 - 총 10점 중10재미와 감동 이야기까지 "
"46","소울","https://movie.naver.com/movie/point/af/list.nhn?page5?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10별 거 아니지만 찬란했던 순간들 "
"47","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?page5?st=mcode&sword=190011&target=after","몬스터 헌터별점 - 총 10점 중10은혜도 모르는 OO의 유쾌한 액션 질주 "
"48","지금 만나러 갑니다","https://movie.naver.com/movie/point/af/list.nhn?page5?st=mcode&sword=168298&target=after","지금 만나러 갑니다별점 - 총 10점 중10일본 영화 스토리를 별로 안 좋아하지만 소지섭, 손예진을 보기 위해 택한 영화... 두 배우가 영화 살렸다!!! 특유의 잔잔함과 자연스런 연기가 볼만함... "
"49","아이","https://movie.naver.com/movie/point/af/list.nhn?page5?st=mcode&sword=194463&target=after","아이별점 - 총 10점 중10김향기님의 연기는 언제나 몰입적이며 또한 연기자들의 영상미와 영화 스토리는 현실적이며 좋았던 영화다 "
"50","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?page5?st=mcode&sword=189124&target=after","미션 파서블별점 - 총 10점 중10와 그냥 개재밌다 액션씬 레전드임 ㄹㅇ 마지막에 엔딩 크래딧 나올 때 노래도 좋고 김영광 개멋있고 싸움개잘함 이선빈은 그냥 너무 예쁨 빨간색 옷 찰떡임.. "
"51","로드 투 퍼디션","https://movie.naver.com/movie/point/af/list.nhn?page6?st=mcode&sword=31310&target=after","로드 투 퍼디션별점 - 총 10점 중7나처럼 살지 말길, 떳떳한 삶을 살길 "
"52","소울","https://movie.naver.com/movie/point/af/list.nhn?page6?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10현실에 치어서 앞만 보고 달리는 사회인들이 다시 한 번 멈춰서 생각해볼 필요가 있다고 느끼게해주는 힐링영화입니다. 꽤나 잔잔하지만 흥미진진하게 볼 수 있는 스토리가 있어 전혀 지루하지않게 관람했습니다. "
"53","타오르는 여인의 초상","https://movie.naver.com/movie/point/af/list.nhn?page6?st=mcode&sword=185282&target=after","타오르는 여인의 초상별점 - 총 10점 중9평생보다 중요한 순간, 전체보다 중요한 한페이지 "
"54","옛날 옛적 서부에서","https://movie.naver.com/movie/point/af/list.nhn?page6?st=mcode&sword=10469&target=after","옛날 옛적 서부에서별점 - 총 10점 중10"
"55","완득이","https://movie.naver.com/movie/point/af/list.nhn?page6?st=mcode&sword=80866&target=after","완득이별점 - 총 10점 중10재미와 감동 이야기까지 "
"56","소울","https://movie.naver.com/movie/point/af/list.nhn?page6?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10별 거 아니지만 찬란했던 순간들 "
"57","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?page6?st=mcode&sword=190011&target=after","몬스터 헌터별점 - 총 10점 중10은혜도 모르는 OO의 유쾌한 액션 질주 "
"58","지금 만나러 갑니다","https://movie.naver.com/movie/point/af/list.nhn?page6?st=mcode&sword=168298&target=after","지금 만나러 갑니다별점 - 총 10점 중10일본 영화 스토리를 별로 안 좋아하지만 소지섭, 손예진을 보기 위해 택한 영화... 두 배우가 영화 살렸다!!! 특유의 잔잔함과 자연스런 연기가 볼만함... "
"59","아이","https://movie.naver.com/movie/point/af/list.nhn?page6?st=mcode&sword=194463&target=after","아이별점 - 총 10점 중10김향기님의 연기는 언제나 몰입적이며 또한 연기자들의 영상미와 영화 스토리는 현실적이며 좋았던 영화다 "
"60","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?page6?st=mcode&sword=189124&target=after","미션 파서블별점 - 총 10점 중10와 그냥 개재밌다 액션씬 레전드임 ㄹㅇ 마지막에 엔딩 크래딧 나올 때 노래도 좋고 김영광 개멋있고 싸움개잘함 이선빈은 그냥 너무 예쁨 빨간색 옷 찰떡임.. "
"61","로드 투 퍼디션","https://movie.naver.com/movie/point/af/list.nhn?page7?st=mcode&sword=31310&target=after","로드 투 퍼디션별점 - 총 10점 중7나처럼 살지 말길, 떳떳한 삶을 살길 "
"62","소울","https://movie.naver.com/movie/point/af/list.nhn?page7?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10현실에 치어서 앞만 보고 달리는 사회인들이 다시 한 번 멈춰서 생각해볼 필요가 있다고 느끼게해주는 힐링영화입니다. 꽤나 잔잔하지만 흥미진진하게 볼 수 있는 스토리가 있어 전혀 지루하지않게 관람했습니다. "
"63","타오르는 여인의 초상","https://movie.naver.com/movie/point/af/list.nhn?page7?st=mcode&sword=185282&target=after","타오르는 여인의 초상별점 - 총 10점 중9평생보다 중요한 순간, 전체보다 중요한 한페이지 "
"64","옛날 옛적 서부에서","https://movie.naver.com/movie/point/af/list.nhn?page7?st=mcode&sword=10469&target=after","옛날 옛적 서부에서별점 - 총 10점 중10"
"65","완득이","https://movie.naver.com/movie/point/af/list.nhn?page7?st=mcode&sword=80866&target=after","완득이별점 - 총 10점 중10재미와 감동 이야기까지 "
"66","소울","https://movie.naver.com/movie/point/af/list.nhn?page7?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10별 거 아니지만 찬란했던 순간들 "
"67","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?page7?st=mcode&sword=190011&target=after","몬스터 헌터별점 - 총 10점 중10은혜도 모르는 OO의 유쾌한 액션 질주 "
"68","지금 만나러 갑니다","https://movie.naver.com/movie/point/af/list.nhn?page7?st=mcode&sword=168298&target=after","지금 만나러 갑니다별점 - 총 10점 중10일본 영화 스토리를 별로 안 좋아하지만 소지섭, 손예진을 보기 위해 택한 영화... 두 배우가 영화 살렸다!!! 특유의 잔잔함과 자연스런 연기가 볼만함... "
"69","아이","https://movie.naver.com/movie/point/af/list.nhn?page7?st=mcode&sword=194463&target=after","아이별점 - 총 10점 중10김향기님의 연기는 언제나 몰입적이며 또한 연기자들의 영상미와 영화 스토리는 현실적이며 좋았던 영화다 "
"70","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?page7?st=mcode&sword=189124&target=after","미션 파서블별점 - 총 10점 중10와 그냥 개재밌다 액션씬 레전드임 ㄹㅇ 마지막에 엔딩 크래딧 나올 때 노래도 좋고 김영광 개멋있고 싸움개잘함 이선빈은 그냥 너무 예쁨 빨간색 옷 찰떡임.. "
"71","로드 투 퍼디션","https://movie.naver.com/movie/point/af/list.nhn?page8?st=mcode&sword=31310&target=after","로드 투 퍼디션별점 - 총 10점 중7나처럼 살지 말길, 떳떳한 삶을 살길 "
"72","소울","https://movie.naver.com/movie/point/af/list.nhn?page8?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10현실에 치어서 앞만 보고 달리는 사회인들이 다시 한 번 멈춰서 생각해볼 필요가 있다고 느끼게해주는 힐링영화입니다. 꽤나 잔잔하지만 흥미진진하게 볼 수 있는 스토리가 있어 전혀 지루하지않게 관람했습니다. "
"73","타오르는 여인의 초상","https://movie.naver.com/movie/point/af/list.nhn?page8?st=mcode&sword=185282&target=after","타오르는 여인의 초상별점 - 총 10점 중9평생보다 중요한 순간, 전체보다 중요한 한페이지 "
"74","옛날 옛적 서부에서","https://movie.naver.com/movie/point/af/list.nhn?page8?st=mcode&sword=10469&target=after","옛날 옛적 서부에서별점 - 총 10점 중10"
"75","완득이","https://movie.naver.com/movie/point/af/list.nhn?page8?st=mcode&sword=80866&target=after","완득이별점 - 총 10점 중10재미와 감동 이야기까지 "
"76","소울","https://movie.naver.com/movie/point/af/list.nhn?page8?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10별 거 아니지만 찬란했던 순간들 "
"77","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?page8?st=mcode&sword=190011&target=after","몬스터 헌터별점 - 총 10점 중10은혜도 모르는 OO의 유쾌한 액션 질주 "
"78","지금 만나러 갑니다","https://movie.naver.com/movie/point/af/list.nhn?page8?st=mcode&sword=168298&target=after","지금 만나러 갑니다별점 - 총 10점 중10일본 영화 스토리를 별로 안 좋아하지만 소지섭, 손예진을 보기 위해 택한 영화... 두 배우가 영화 살렸다!!! 특유의 잔잔함과 자연스런 연기가 볼만함... "
"79","아이","https://movie.naver.com/movie/point/af/list.nhn?page8?st=mcode&sword=194463&target=after","아이별점 - 총 10점 중10김향기님의 연기는 언제나 몰입적이며 또한 연기자들의 영상미와 영화 스토리는 현실적이며 좋았던 영화다 "
"80","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?page8?st=mcode&sword=189124&target=after","미션 파서블별점 - 총 10점 중10와 그냥 개재밌다 액션씬 레전드임 ㄹㅇ 마지막에 엔딩 크래딧 나올 때 노래도 좋고 김영광 개멋있고 싸움개잘함 이선빈은 그냥 너무 예쁨 빨간색 옷 찰떡임.. "
"81","로드 투 퍼디션","https://movie.naver.com/movie/point/af/list.nhn?page9?st=mcode&sword=31310&target=after","로드 투 퍼디션별점 - 총 10점 중7나처럼 살지 말길, 떳떳한 삶을 살길 "
"82","소울","https://movie.naver.com/movie/point/af/list.nhn?page9?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10현실에 치어서 앞만 보고 달리는 사회인들이 다시 한 번 멈춰서 생각해볼 필요가 있다고 느끼게해주는 힐링영화입니다. 꽤나 잔잔하지만 흥미진진하게 볼 수 있는 스토리가 있어 전혀 지루하지않게 관람했습니다. "
"83","타오르는 여인의 초상","https://movie.naver.com/movie/point/af/list.nhn?page9?st=mcode&sword=185282&target=after","타오르는 여인의 초상별점 - 총 10점 중9평생보다 중요한 순간, 전체보다 중요한 한페이지 "
"84","옛날 옛적 서부에서","https://movie.naver.com/movie/point/af/list.nhn?page9?st=mcode&sword=10469&target=after","옛날 옛적 서부에서별점 - 총 10점 중10"
"85","완득이","https://movie.naver.com/movie/point/af/list.nhn?page9?st=mcode&sword=80866&target=after","완득이별점 - 총 10점 중10재미와 감동 이야기까지 "
"86","소울","https://movie.naver.com/movie/point/af/list.nhn?page9?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10별 거 아니지만 찬란했던 순간들 "
"87","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?page9?st=mcode&sword=190011&target=after","몬스터 헌터별점 - 총 10점 중10은혜도 모르는 OO의 유쾌한 액션 질주 "
"88","지금 만나러 갑니다","https://movie.naver.com/movie/point/af/list.nhn?page9?st=mcode&sword=168298&target=after","지금 만나러 갑니다별점 - 총 10점 중10일본 영화 스토리를 별로 안 좋아하지만 소지섭, 손예진을 보기 위해 택한 영화... 두 배우가 영화 살렸다!!! 특유의 잔잔함과 자연스런 연기가 볼만함... "
"89","아이","https://movie.naver.com/movie/point/af/list.nhn?page9?st=mcode&sword=194463&target=after","아이별점 - 총 10점 중10김향기님의 연기는 언제나 몰입적이며 또한 연기자들의 영상미와 영화 스토리는 현실적이며 좋았던 영화다 "
"90","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?page9?st=mcode&sword=189124&target=after","미션 파서블별점 - 총 10점 중10와 그냥 개재밌다 액션씬 레전드임 ㄹㅇ 마지막에 엔딩 크래딧 나올 때 노래도 좋고 김영광 개멋있고 싸움개잘함 이선빈은 그냥 너무 예쁨 빨간색 옷 찰떡임.. "
"91","로드 투 퍼디션","https://movie.naver.com/movie/point/af/list.nhn?page10?st=mcode&sword=31310&target=after","로드 투 퍼디션별점 - 총 10점 중7나처럼 살지 말길, 떳떳한 삶을 살길 "
"92","소울","https://movie.naver.com/movie/point/af/list.nhn?page10?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10현실에 치어서 앞만 보고 달리는 사회인들이 다시 한 번 멈춰서 생각해볼 필요가 있다고 느끼게해주는 힐링영화입니다. 꽤나 잔잔하지만 흥미진진하게 볼 수 있는 스토리가 있어 전혀 지루하지않게 관람했습니다. "
"93","타오르는 여인의 초상","https://movie.naver.com/movie/point/af/list.nhn?page10?st=mcode&sword=185282&target=after","타오르는 여인의 초상별점 - 총 10점 중9평생보다 중요한 순간, 전체보다 중요한 한페이지 "
"94","옛날 옛적 서부에서","https://movie.naver.com/movie/point/af/list.nhn?page10?st=mcode&sword=10469&target=after","옛날 옛적 서부에서별점 - 총 10점 중10"
"95","완득이","https://movie.naver.com/movie/point/af/list.nhn?page10?st=mcode&sword=80866&target=after","완득이별점 - 총 10점 중10재미와 감동 이야기까지 "
"96","소울","https://movie.naver.com/movie/point/af/list.nhn?page10?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10별 거 아니지만 찬란했던 순간들 "
"97","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?page10?st=mcode&sword=190011&target=after","몬스터 헌터별점 - 총 10점 중10은혜도 모르는 OO의 유쾌한 액션 질주 "
"98","지금 만나러 갑니다","https://movie.naver.com/movie/point/af/list.nhn?page10?st=mcode&sword=168298&target=after","지금 만나러 갑니다별점 - 총 10점 중10일본 영화 스토리를 별로 안 좋아하지만 소지섭, 손예진을 보기 위해 택한 영화... 두 배우가 영화 살렸다!!! 특유의 잔잔함과 자연스런 연기가 볼만함... "
"99","아이","https://movie.naver.com/movie/point/af/list.nhn?page10?st=mcode&sword=194463&target=after","아이별점 - 총 10점 중10김향기님의 연기는 언제나 몰입적이며 또한 연기자들의 영상미와 영화 스토리는 현실적이며 좋았던 영화다 "
"100","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?page10?st=mcode&sword=189124&target=after","미션 파서블별점 - 총 10점 중10와 그냥 개재밌다 액션씬 레전드임 ㄹㅇ 마지막에 엔딩 크래딧 나올 때 노래도 좋고 김영광 개멋있고 싸움개잘함 이선빈은 그냥 너무 예쁨 빨간색 옷 찰떡임.. "
"101","로드 투 퍼디션","https://movie.naver.com/movie/point/af/list.nhn?page11?st=mcode&sword=31310&target=after","로드 투 퍼디션별점 - 총 10점 중7나처럼 살지 말길, 떳떳한 삶을 살길 "
"102","소울","https://movie.naver.com/movie/point/af/list.nhn?page11?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10현실에 치어서 앞만 보고 달리는 사회인들이 다시 한 번 멈춰서 생각해볼 필요가 있다고 느끼게해주는 힐링영화입니다. 꽤나 잔잔하지만 흥미진진하게 볼 수 있는 스토리가 있어 전혀 지루하지않게 관람했습니다. "
"103","타오르는 여인의 초상","https://movie.naver.com/movie/point/af/list.nhn?page11?st=mcode&sword=185282&target=after","타오르는 여인의 초상별점 - 총 10점 중9평생보다 중요한 순간, 전체보다 중요한 한페이지 "
"104","옛날 옛적 서부에서","https://movie.naver.com/movie/point/af/list.nhn?page11?st=mcode&sword=10469&target=after","옛날 옛적 서부에서별점 - 총 10점 중10"
"105","완득이","https://movie.naver.com/movie/point/af/list.nhn?page11?st=mcode&sword=80866&target=after","완득이별점 - 총 10점 중10재미와 감동 이야기까지 "
"106","소울","https://movie.naver.com/movie/point/af/list.nhn?page11?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10별 거 아니지만 찬란했던 순간들 "
"107","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?page11?st=mcode&sword=190011&target=after","몬스터 헌터별점 - 총 10점 중10은혜도 모르는 OO의 유쾌한 액션 질주 "
"108","지금 만나러 갑니다","https://movie.naver.com/movie/point/af/list.nhn?page11?st=mcode&sword=168298&target=after","지금 만나러 갑니다별점 - 총 10점 중10일본 영화 스토리를 별로 안 좋아하지만 소지섭, 손예진을 보기 위해 택한 영화... 두 배우가 영화 살렸다!!! 특유의 잔잔함과 자연스런 연기가 볼만함... "
"109","아이","https://movie.naver.com/movie/point/af/list.nhn?page11?st=mcode&sword=194463&target=after","아이별점 - 총 10점 중10김향기님의 연기는 언제나 몰입적이며 또한 연기자들의 영상미와 영화 스토리는 현실적이며 좋았던 영화다 "
"110","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?page11?st=mcode&sword=189124&target=after","미션 파서블별점 - 총 10점 중10와 그냥 개재밌다 액션씬 레전드임 ㄹㅇ 마지막에 엔딩 크래딧 나올 때 노래도 좋고 김영광 개멋있고 싸움개잘함 이선빈은 그냥 너무 예쁨 빨간색 옷 찰떡임.. "
"111","로드 투 퍼디션","https://movie.naver.com/movie/point/af/list.nhn?page12?st=mcode&sword=31310&target=after","로드 투 퍼디션별점 - 총 10점 중7나처럼 살지 말길, 떳떳한 삶을 살길 "
"112","소울","https://movie.naver.com/movie/point/af/list.nhn?page12?st=mcode&sword=184517&target=after","소울별점 - 총 10점 중10현실에 치어서 앞만 보고 달리는 사회인들이 다시 한 번 멈춰서 생각해볼 필요가 있다고 느끼게해주는 힐링영화입니다. 꽤나 잔잔하지만 흥미진진하게 볼 수 있는 스토리가 있어 전혀 지루하지않게 관람했습니다. "
"113","타오르는 여인의 초상","https://movie.naver.com/movie/point/af/list.nhn?page12?st=mcode&sword=185282&target=after","타오르는 여인의 초상별점 - 총 10점 중9평생보다 중요한 순간, 전체보다 중요한 한페이지 "
"114","옛날 옛적 서부에서","https://movie.naver.com/movie/point/af/list.nhn?page12?st=mcode&sword=10469&target=after","옛날 옛적 서부에서별점 - 총 10점 중10"
