1372,135,1390,135,1390,204,1372,204
245,142,448,145,447,209,244,206
454,148,575,148,575,212,454,212
575,155,618,155,618,207,575,207
621,155,864,160,863,216,620,210
858,158,1001,158,1001,217,858,217
1009,161,1162,161,1162,219,1009,219
1188,163,1339,163,1339,224,1188,224
48,222,115,222,115,258,48,258
122,222,253,222,253,258,122,258
112,286,268,286,268,324,112,324
462,291,581,296,579,334,461,329
922,304,1029,304,1029,339,922,339
1298,308,1508,314,1507,352,1297,346
904,346,1040,350,1039,385,903,381
1267,350,1369,350,1369,385,1267,385
1393,351,1521,355,1520,393,1392,389
138,378,245,378,245,411,138,411
426,381,619,385,618,422,426,418
789,393,845,393,845,426,789,426
963,396,1070,396,1070,429,963,429
1183,394,1508,401,1507,440,1182,433
171,419,224,419,224,449,171,449
963,434,1070,434,1070,467,963,467
1267,434,1403,434,1403,467,1267,467
490,465,546,465,546,500,490,500
817,472,899,472,899,506,817,506
1216,477,1377,477,1377,513,1216,513
168,495,224,495,224,526,168,526
385,500,551,500,551,536,385,536
631,508,692,508,692,541,631,541
769,513,830,513,830,546,769,546
1106,513,1252,513,1252,549,1106,549
863,516,994,516,994,549,863,549
1075,523,1096,523,1096,539,1075,539
1441,529,1530,529,1530,562,1441,562
332,534,460,534,460,569,332,569
465,536,595,536,595,572,465,572
608,539,715,539,715,575,608,575
756,539,838,539,838,572,756,572
1058,541,1267,541,1267,577,1058,577
902,544,958,544,958,575,902,575
176,563,282,567,280,602,175,598
396,569,462,569,462,600,396,600
521,572,595,572,595,603,521,603
1096,582,1206,582,1206,618,1096,618
1208,585,1265,585,1265,615,1208,615
1451,595,1530,595,1530,626,1451,626
176,600,283,600,283,636,176,636
1060,608,1267,608,1267,644,1060,644
199,636,255,636,255,664,199,664
1137,666,1282,666,1282,702,1137,702
1073,669,1132,669,1132,700,1073,700
127,674,319,670,320,707,128,712
1045,677,1060,677,1060,692,1045,692
136,697,222,705,218,740,132,732
217,707,319,707,319,741,217,741
1106,728,1254,728,1254,761,1106,761
1449,736,1530,736,1530,769,1449,769
235,743,319,743,319,779,235,779
1114,751,1213,751,1213,787,1114,787
132,759,219,759,219,792,132,792
81,779,117,779,117,810,81,810
237,779,319,779,319,812,237,812
1464,787,1528,787,1528,820,1464,820
1431,789,1466,789,1466,815,1431,815
1167,792,1226,792,1226,822,1167,822
84,812,112,812,112,843,84,843
186,812,270,812,270,840,186,840
1035,820,1088,820,1088,853,1035,853
1129,822,1265,822,1265,858,1129,858
138,841,325,847,324,881,137,875
86,845,115,845,115,874,86,874
1001,853,1024,853,1024,879,1001,879
1035,853,1088,853,1088,886,1035,886
1165,856,1224,856,1224,886,1165,886
89,876,115,876,115,902,89,902
191,876,276,876,276,909,191,909
391,884,465,884,465,909,391,909
554,884,598,884,598,912,554,912
523,886,557,886,557,912,523,912
917,889,994,889,994,920,917,920
1167,891,1224,891,1224,922,1167,922
1431,891,1525,891,1525,920,1431,920
168,914,296,914,296,948,168,948
403,920,470,920,470,950,403,950
536,920,595,920,595,948,536,948
973,927,1298,927,1298,963,973,963
153,948,309,948,309,981,153,981
1206,960,1372,960,1372,996,1206,996
166,981,299,981,299,1014,166,1014
1083,994,1239,994,1239,1027,1083,1027
138,1011,330,1016,329,1048,137,1043
1083,1024,1239,1024,1239,1060,1083,1060
168,1052,298,1052,298,1088,168,1088
1022,1065,1129,1065,1129,1098,1022,1098
1132,1068,1290,1068,1290,1101,1132,1101
171,1083,334,1083,334,1111,171,1111
130,1086,173,1086,173,1109,130,1109
996,1088,1116,1088,1116,1147,996,1147
1096,1093,1193,1093,1193,1127,1096,1127
176,1121,217,1121,217,1155,176,1155
217,1121,293,1121,293,1157,217,1157
173,1155,224,1155,224,1185,173,1185
224,1155,301,1155,301,1188,224,1188
168,1185,304,1185,304,1219,168,1219
166,1221,309,1221,309,1257,166,1257
207,1254,283,1254,283,1282,207,1282
150,1257,194,1257,194,1280,150,1280
281,1257,324,1257,324,1280,281,1280
178,1321,316,1321,316,1357,178,1357
122,1323,181,1323,181,1354,122,1354
117,1354,316,1354,316,1390,117,1390
137,1387,306,1383,307,1418,138,1422
194,1423,250,1423,250,1456,194,1456
401,1423,477,1423,477,1454,401,1454
521,1426,562,1426,562,1451,521,1451
562,1426,603,1426,603,1451,562,1451
922,1428,996,1428,996,1459,922,1459
485,1436,500,1436,500,1449,485,1449
222,1461,299,1461,299,1495,222,1495
145,1464,222,1464,222,1497,145,1497
1024,1466,1121,1466,1121,1500,1024,1500
1242,1466,1334,1466,1334,1505,1242,1505
1121,1469,1175,1469,1175,1502,1121,1502
1359,1472,1451,1472,1451,1505,1359,1505
618,1499,741,1502,740,1538,617,1535
145,1502,247,1502,247,1535,145,1535
247,1502,299,1502,299,1535,247,1535
352,1502,470,1502,470,1535,352,1535
483,1502,577,1502,577,1535,483,1535
782,1505,922,1505,922,1538,782,1538
986,1505,1175,1505,1175,1541,986,1541
352,1538,500,1538,500,1571,352,1571
140,1541,306,1541,306,1576,140,1576
825,1543,1009,1543,1009,1576,825,1576
759,1546,807,1546,807,1574,759,1574
1160,1548,1259,1548,1259,1579,1160,1579
1305,1548,1446,1551,1446,1580,1305,1577
352,1584,546,1581,547,1616,352,1619
148,1584,227,1584,227,1617,148,1617
224,1584,301,1584,301,1615,224,1615
544,1584,654,1584,654,1615,544,1615
651,1584,736,1584,736,1615,651,1615
1065,1587,1139,1587,1139,1617,1065,1617
1216,1588,1297,1592,1295,1623,1215,1619
1469,1597,1497,1597,1497,1615,1469,1615
746,1622,825,1622,825,1656,746,1656
822,1622,920,1622,920,1656,822,1656
424,1663,564,1663,564,1699,424,1699
1104,1668,1208,1668,1208,1699,1104,1699
1213,1668,1270,1668,1270,1699,1213,1699
429,1699,506,1699,506,1735,429,1735
503,1699,559,1699,559,1735,503,1735
557,1699,799,1699,799,1735,557,1735
145,1701,299,1701,299,1735,145,1735
309,1702,429,1702,429,1735,309,1735
797,1702,851,1702,851,1735,797,1735
912,1702,1045,1702,1045,1735,912,1735
1042,1702,1155,1702,1155,1735,1042,1735
1152,1702,1208,1702,1208,1735,1152,1735
1206,1704,1328,1704,1328,1737,1206,1737
1328,1707,1451,1707,1451,1737,1328,1737
1449,1707,1502,1707,1502,1737,1449,1737
935,1727,1116,1727,1116,1763,935,1763
143,1730,196,1730,196,1763,143,1763
194,1730,258,1730,258,1763,194,1763
255,1730,378,1730,378,1763,255,1763
375,1730,431,1730,431,1763,375,1763
434,1730,592,1730,592,1763,434,1763
590,1730,644,1730,644,1760,590,1760
641,1730,746,1730,746,1763,641,1763
746,1730,845,1730,845,1763,746,1763
1114,1730,1216,1730,1216,1763,1114,1763
513,1755,567,1755,567,1791,513,1791
562,1753,843,1756,843,1791,561,1788
909,1755,1132,1755,1132,1791,909,1791
140,1758,204,1758,204,1786,140,1786
207,1758,327,1758,327,1791,207,1791
339,1758,439,1758,439,1791,339,1791
437,1758,513,1758,513,1791,437,1791
1129,1758,1244,1758,1244,1791,1129,1791
1242,1758,1295,1758,1295,1791,1242,1791
1303,1758,1456,1758,1456,1794,1303,1794
429,1783,529,1783,529,1819,429,1819
529,1783,580,1783,580,1817,529,1817
585,1783,713,1783,713,1817,585,1817
935,1783,1042,1783,1042,1817,935,1817
153,1786,207,1786,207,1817,153,1817
204,1786,431,1786,431,1819,204,1819
713,1786,851,1786,851,1819,713,1819
1042,1786,1086,1786,1086,1817,1042,1817
1086,1786,1267,1786,1267,1819,1086,1819
1267,1786,1497,1786,1497,1822,1267,1822
155,1811,204,1811,204,1847,155,1847
339,1811,513,1811,513,1847,339,1847
513,1811,610,1811,610,1847,513,1847
606,1814,692,1810,693,1845,608,1849
690,1811,830,1811,830,1845,690,1845
937,1811,1042,1811,1042,1847,937,1847
1042,1811,1116,1811,1116,1847,1042,1847
206,1814,327,1814,327,1847,206,1847
1116,1814,1193,1814,1193,1847,1116,1847
1193,1814,1270,1814,1270,1847,1193,1847
1265,1814,1479,1814,1479,1847,1265,1847
143,1824,158,1824,158,1837,143,1837
153,1840,204,1840,204,1873,153,1873
935,1840,1091,1840,1091,1873,935,1873
1088,1840,1188,1840,1188,1873,1088,1873
204,1842,258,1842,258,1875,204,1875
258,1842,311,1842,311,1873,258,1873
309,1842,419,1842,419,1873,309,1873
416,1842,447,1842,447,1873,416,1873
1201,1840,1342,1844,1341,1871,1200,1868
1336,1842,1397,1842,1397,1870,1336,1870
1400,1842,1507,1842,1507,1875,1400,1875
232,1868,406,1868,406,1901,232,1901
403,1868,467,1868,467,1901,403,1901
937,1868,1022,1868,1022,1901,937,1901
1019,1868,1121,1868,1121,1901,1019,1901
168,1870,217,1870,217,1898,168,1898
143,1875,163,1875,163,1893,143,1893
598,1893,649,1893,649,1929,598,1929
649,1893,853,1893,853,1929,649,1929
1267,1893,1323,1893,1323,1926,1267,1926
1321,1893,1400,1893,1400,1926,1321,1926
1397,1893,1497,1893,1497,1926,1397,1926
150,1896,291,1896,291,1926,150,1926
306,1896,598,1896,598,1929,306,1929
914,1896,1241,1896,1241,1929,914,1929
1239,1896,1272,1896,1272,1926,1239,1926
119,1926,296,1923,296,1959,120,1962
309,1924,491,1926,490,1962,308,1959
488,1924,667,1924,667,1960,488,1960
723,1921,856,1925,855,1960,722,1956
999,1921,1193,1924,1193,1960,998,1957
1193,1924,1400,1924,1400,1957,1193,1957
1397,1924,1497,1924,1497,1957,1397,1957
664,1926,715,1926,715,1960,664,1960
940,1926,994,1926,994,1957,940,1957
143,1952,309,1952,309,1985,143,1985
