1249,68,1555,36,1564,115,1257,147
774,56,1104,59,1103,133,773,130
631,69,771,69,771,138,631,138
1101,66,1254,66,1254,138,1101,138
470,76,626,76,626,145,470,145
1658,109,1863,109,1863,155,1658,155
588,143,732,133,735,178,591,188
1147,134,1293,138,1292,182,1146,178
184,135,335,140,334,183,182,178
1661,161,1750,161,1750,204,1661,204
1745,161,1857,161,1857,207,1745,207
1073,183,1370,186,1369,225,1073,222
1571,209,1891,209,1891,258,1571,258
950,224,1022,224,1022,265,950,265
557,240,763,225,766,270,560,285
1239,232,1385,232,1385,276,1239,276
181,232,335,238,334,280,180,275
1635,260,1827,260,1827,296,1635,296
955,273,1009,273,1009,306,955,306
197,276,321,282,318,327,194,321
1282,278,1344,278,1344,319,1282,319
1589,304,1753,304,1753,347,1589,347
705,319,769,319,769,362,705,362
1165,319,1252,319,1252,360,1165,360
1449,356,1566,351,1568,395,1452,401
1566,355,1627,355,1627,393,1566,393
557,377,730,365,733,410,560,422
868,370,904,370,904,408,868,408
943,370,976,370,976,403,943,403
1070,373,1160,373,1160,411,1070,411
186,378,214,378,214,411,186,411
1231,375,1372,375,1372,419,1231,419
299,380,334,380,334,416,299,416
1811,385,1934,385,1934,426,1811,426
1427,399,1652,386,1654,426,1429,438
866,403,978,403,978,444,866,444
1070,408,1160,408,1160,447,1070,447
1239,411,1275,411,1275,449,1239,449
663,416,804,412,805,457,664,460
1336,416,1369,416,1369,449,1336,449
481,426,620,420,622,466,483,472
1442,429,1640,423,1641,470,1444,476
1837,462,1937,462,1937,498,1837,498
1432,471,1645,465,1646,502,1433,507
728,470,817,470,817,508,728,508
983,470,1006,470,1006,495,983,495
212,472,383,472,383,516,212,516
1180,477,1196,477,1196,498,1180,498
562,477,633,477,633,516,562,516
1367,480,1385,480,1385,503,1367,503
1512,503,1602,503,1602,549,1512,549
1599,503,1661,503,1661,546,1599,546
1451,506,1512,506,1512,549,1451,549
728,516,817,516,817,554,728,554
1916,518,1929,518,1929,536,1916,536
1288,518,1387,518,1387,557,1288,557
214,521,329,521,329,562,214,562
989,523,1004,523,1004,539,989,539
1428,523,1443,523,1443,541,1428,541
549,523,633,523,633,562,549,562
1180,526,1196,526,1196,544,1180,544
345,526,383,526,383,564,345,564
1569,546,1633,546,1633,590,1569,590
1479,549,1571,549,1571,592,1479,592
728,564,817,564,817,600,728,600
212,568,384,572,383,610,211,605
546,572,633,572,633,610,546,610
1837,580,1937,580,1937,615,1837,615
1538,590,1584,590,1584,623,1538,623
1495,592,1533,592,1533,621,1495,621
741,610,815,610,815,646,741,646
342,613,431,613,431,656,342,656
562,618,631,618,631,654,562,654
168,618,273,618,273,661,168,661
1638,626,1671,626,1671,664,1638,664
1525,628,1564,628,1564,664,1525,664
1916,636,1932,636,1932,656,1916,656
1420,649,1482,649,1482,792,1420,792
181,656,270,656,270,695,181,695
743,656,815,656,815,695,743,695
342,661,431,661,431,702,342,702
562,664,631,664,631,702,562,702
1527,673,1668,668,1669,712,1528,717
1837,677,1937,677,1937,713,1837,713
728,702,815,702,815,741,728,741
342,707,431,707,431,748,342,748
545,713,630,709,632,747,547,750
1635,720,1673,720,1673,807,1635,807
1525,723,1561,723,1561,807,1525,807
1914,733,1929,733,1929,753,1914,753
178,730,273,730,273,774,178,774
728,751,812,751,812,787,728,787
1311,753,1385,753,1385,789,1311,789
342,753,431,753,431,794,342,794
544,759,631,759,631,794,544,794
1178,761,1188,761,1188,776,1178,776
1834,771,1932,771,1932,807,1834,807
789,797,812,797,812,825,789,825
212,797,380,797,380,840,212,840
610,807,626,807,626,828,610,828
58,810,125,810,125,851,58,851
1553,830,1681,830,1681,868,1553,868
1397,830,1502,830,1502,871,1397,871
1497,830,1553,830,1553,868,1497,868
61,845,125,845,125,884,61,884
199,848,391,848,391,891,199,891
794,858,810,858,810,876,794,876
713,891,812,891,812,930,713,930
1282,894,1382,894,1382,930,1282,930
207,897,380,897,380,940,207,940
544,899,631,899,631,935,544,935
1740,927,1888,927,1888,971,1740,971
1461,930,1612,930,1612,973,1461,973
738,935,812,935,812,971,738,971
558,940,631,937,632,973,559,977
204,937,388,937,388,981,204,981
1364,945,1377,945,1377,960,1364,960
1456,976,1620,976,1620,1019,1456,1019
1686,978,1860,978,1860,1014,1686,1014
204,983,385,983,385,1027,204,1027
789,994,807,994,807,1014,789,1014
610,996,626,996,626,1019,610,1019
1451,1027,1620,1027,1620,1070,1451,1070
1689,1029,1796,1029,1796,1068,1689,1068
199,1035,388,1035,388,1078,199,1078
1553,1078,1668,1078,1668,1121,1553,1121
1666,1078,1781,1078,1781,1121,1666,1121
173,1086,418,1082,419,1126,173,1131
986,1093,996,1093,996,1111,986,1111
1431,1127,1576,1127,1576,1170,1431,1170
201,1134,388,1134,388,1178,201,1178
1433,1173,1574,1173,1574,1216,1433,1216
153,1178,434,1178,434,1224,153,1224
792,1188,807,1188,807,1211,792,1211
608,1190,623,1190,623,1211,608,1211
1433,1219,1574,1219,1574,1265,1433,1265
212,1224,378,1224,378,1267,212,1267
707,1226,812,1226,812,1265,707,1265
526,1229,626,1229,626,1265,526,1265
986,1236,994,1236,994,1252,986,1252
